item,label_ja,label_en,altLabel_ja,altLabel_en,instance of
http://www.wikidata.org/entity/Q23462583,,DNA-binding protein DVU0682,[],['DVU0682'],['Q8054']
http://www.wikidata.org/entity/Q23462584,,Hypothetical protein DVU0994,[],['DVU0994'],['Q8054']
http://www.wikidata.org/entity/Q23462585,,Iron-containing alcohol dehydrogenase DVU2545,[],['DVU2545'],['Q8054']
http://www.wikidata.org/entity/Q23462586,,Baseplate assembly protein DVU1104,[],['DVU1104'],['Q8054']
http://www.wikidata.org/entity/Q23462587,,Iron-sulfur cluster-binding protein DVU0498,[],['DVU0498'],['Q8054']
http://www.wikidata.org/entity/Q23462588,,Pyruvate kinase DVU2514,[],"['pyk', 'DVU2514']",['Q8054']
http://www.wikidata.org/entity/Q23462589,,Hypothetical protein DVU1736,[],['DVU1736'],['Q8054']
http://www.wikidata.org/entity/Q23462590,,Precorrin-3b C17-methyltransferase DVU3170,[],"['cobJ', 'DVU3170']",['Q8054']
http://www.wikidata.org/entity/Q23462592,,Portal protein DVU1122,[],['DVU1122'],['Q8054']
http://www.wikidata.org/entity/Q23462593,,Hypothetical protein DVU1911,[],['DVU1911'],['Q8054']
http://www.wikidata.org/entity/Q23462594,,DNA gyrase subunit A DVU0004,[],"['gyrA', 'DVU0004']",['Q8054']
http://www.wikidata.org/entity/Q23462595,,Sensor/response regulator DVU0449,[],['DVU0449'],['Q8054']
http://www.wikidata.org/entity/Q23462596,,PhoU family protein DVU1475,[],['DVU1475'],['Q8054']
http://www.wikidata.org/entity/Q23462597,,Hypothetical protein DVU1583,[],['DVU1583'],['Q8054']
http://www.wikidata.org/entity/Q23462598,,Anti-anti-sigma factor DVUA0123,[],['DVUA0123'],['Q8054']
http://www.wikidata.org/entity/Q23462599,,Hypothetical protein DVU2631,[],['DVU2631'],['Q8054']
http://www.wikidata.org/entity/Q23462600,,AsmA family protein DVU1415,[],['DVU1415'],['Q8054']
http://www.wikidata.org/entity/Q23462601,,"Ferredoxin, 2fe-2s DVUA0010",[],['DVUA0010'],['Q8054']
http://www.wikidata.org/entity/Q23462602,,Sigma-54 dependent transcriptional regulator DVU2275,[],['DVU2275'],['Q8054']
http://www.wikidata.org/entity/Q23462603,,Hypothetical protein DVU3044,[],['DVU3044'],['Q8054']
http://www.wikidata.org/entity/Q23462604,,Hypothetical protein DVU2268,[],['DVU2268'],['Q8054']
http://www.wikidata.org/entity/Q23462605,,Bacteriophage DNA transposition B protein DVU2689,[],['DVU2689'],['Q8054']
http://www.wikidata.org/entity/Q23462606,,Ferrous iron transport protein A DVU2572,[],['DVU2572'],['Q8054']
http://www.wikidata.org/entity/Q23462607,,Adenylyl-sulfate kinase DVUA0079,[],"['DVUA0079', 'cysC']",['Q8054']
http://www.wikidata.org/entity/Q23462608,,Glutamine-dependent NAD+ synthetase DVU1610,[],"['DVU1610', 'nadE']",['Q8054']
http://www.wikidata.org/entity/Q23462609,,4-diphosphocytidyl-2C-methyl-D-erythritol kinase DVU1576,[],"['ispE', 'DVU1576']",['Q8054']
http://www.wikidata.org/entity/Q23462611,,Thiamine-phosphate pyrophosphorylase DVU2091,[],"['thiE-1', 'DVU2091']",['Q8054']
http://www.wikidata.org/entity/Q23462612,,Lipoprotein DVU2164,[],['DVU2164'],['Q8054']
http://www.wikidata.org/entity/Q23462613,,Flagellar basal body P-ring protein DVU0516,[],"['flgI', 'DVU0516']",['Q8054']
http://www.wikidata.org/entity/Q23462614,,GTP-binding protein TypA DVU2231,[],"['DVU2231', 'typA']",['Q8054']
http://www.wikidata.org/entity/Q23462615,,Hypothetical protein DVU1110,[],['DVU1110'],['Q8054']
http://www.wikidata.org/entity/Q23462617,,Aspartate ammonia-lyase DVU1871,[],"['DVU1871', 'aspA']",['Q8054']
http://www.wikidata.org/entity/Q23462618,,Phosphoribosylaminoimidazole-succinocarboxamide synthase DVU0795,[],"['DVU0795', 'purC']",['Q8054']
http://www.wikidata.org/entity/Q23462620,,Transcriptional regulator domain-containing protein DVU2319,[],['DVU2319'],['Q8054']
http://www.wikidata.org/entity/Q23462621,,Anaerobic ribonucleoside triphosphate reductase DVU2947,[],['DVU2947'],['Q8054']
http://www.wikidata.org/entity/Q23462626,,Hypothetical protein DVU0509,[],['DVU0509'],['Q8054']
http://www.wikidata.org/entity/Q23462627,,Hypothetical protein DVU0137,[],['DVU0137'],['Q8054']
http://www.wikidata.org/entity/Q23462628,,Hypothetical protein DVU1748,[],['DVU1748'],['Q8054']
http://www.wikidata.org/entity/Q23462629,,Response regulator/GGDEF domain-containing protein DVU0636,[],['DVU0636'],['Q8054']
http://www.wikidata.org/entity/Q23462630,,Hypothetical protein DVU1883,[],['DVU1883'],['Q8054']
http://www.wikidata.org/entity/Q23462631,,Tail tape meausure protein DVU2157,[],['DVU2157'],['Q8054']
http://www.wikidata.org/entity/Q23462632,,DNA-3-methyladenine glycosylase I DVU0356,[],"['tag', 'DVU0356']",['Q8054']
http://www.wikidata.org/entity/Q23462633,,Lipoprotein DVU2641,[],['DVU2641'],['Q8054']
http://www.wikidata.org/entity/Q23462634,,Type II/IV secretion system protein DVU2122,[],['DVU2122'],['Q8054']
http://www.wikidata.org/entity/Q23462635,,Tail protein DVU2854,[],['DVU2854'],['Q8054']
http://www.wikidata.org/entity/Q23462636,,Oligopeptide-binding protein DVU2084,[],['DVU2084'],['Q8054']
http://www.wikidata.org/entity/Q23462640,,"Reductase, iron-sulfur binding subunit DVU1287",[],['DVU1287'],['Q8054']
http://www.wikidata.org/entity/Q23462641,,Hypothetical protein DVU1741,[],['DVU1741'],['Q8054']
http://www.wikidata.org/entity/Q23462642,,Nif-specific regulatory protein DVU1949,[],"['nifA-1', 'DVU1949']",['Q8054']
http://www.wikidata.org/entity/Q23462643,,ABC transporter ATP-binding protein DVU0484,[],['DVU0484'],['Q8054']
http://www.wikidata.org/entity/Q23462644,,Hypothetical protein DVU1225,[],['DVU1225'],['Q8054']
http://www.wikidata.org/entity/Q23462645,,Adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA DVU2559,[],"['bioA', 'DVU2559']",['Q8054']
http://www.wikidata.org/entity/Q23462647,,Peptidase/PDZ domain-containing protein DVU1468,[],['DVU1468'],['Q8054']
http://www.wikidata.org/entity/Q23462648,,Hypothetical protein DVU1117,[],['DVU1117'],['Q8054']
http://www.wikidata.org/entity/Q23462649,,ArsR family transcriptional regulator DVU0606,[],['DVU0606'],['Q8054']
http://www.wikidata.org/entity/Q23462650,,UDP-glucose 4-epimerase DVU1360,[],"['DVU1360', 'galE']",['Q8054']
http://www.wikidata.org/entity/Q23462655,,"Heterodisulfide reductase, iron-sulfur-binding subunit DVU0849",[],['DVU0849'],['Q8054']
http://www.wikidata.org/entity/Q23462656,,Hypothetical protein DVU1484,[],['DVU1484'],['Q8054']
http://www.wikidata.org/entity/Q23462657,,Hypothetical protein DVU1541,[],['DVU1541'],['Q8054']
http://www.wikidata.org/entity/Q23462658,,AMP-binding protein DVU2250,[],['DVU2250'],['Q8054']
http://www.wikidata.org/entity/Q23462659,,Hypothetical protein DVU1713,[],['DVU1713'],['Q8054']
http://www.wikidata.org/entity/Q23462660,,Lipoprotein DVU3352,[],['DVU3352'],['Q8054']
http://www.wikidata.org/entity/Q23462662,,Hypothetical protein DVU1773,[],['DVU1773'],['Q8054']
http://www.wikidata.org/entity/Q23462663,,L-serine dehydratase DVU2147,[],['DVU2147'],['Q8054']
http://www.wikidata.org/entity/Q23462665,,Hypothetical protein DVUA0027,[],['DVUA0027'],['Q8054']
http://www.wikidata.org/entity/Q23462666,,Hypothetical protein DVU1154,[],['DVU1154'],['Q8054']
http://www.wikidata.org/entity/Q23462668,,Hypothetical protein DVU3085,[],['DVU3085'],['Q8054']
http://www.wikidata.org/entity/Q23462669,,Hypothetical protein DVU1955,[],['DVU1955'],['Q8054']
http://www.wikidata.org/entity/Q23462670,,Hypothetical protein DVU1218,[],['DVU1218'],['Q8054']
http://www.wikidata.org/entity/Q23462671,,Iron-sulfur cluster-binding protein DVU3033,[],['DVU3033'],['Q8054']
http://www.wikidata.org/entity/Q23462674,,Hypothetical protein DVU3359,[],['DVU3359'],['Q8054']
http://www.wikidata.org/entity/Q23462675,,Shikimate kinase DVU2521,[],"['aroK', 'DVU2521']",['Q8054']
http://www.wikidata.org/entity/Q23462677,,Aspartate ammonia-lyase DVU1766,[],['DVU1766'],['Q8054']
http://www.wikidata.org/entity/Q23462678,,LuxR family transcriptional regulator DVU2675,[],['DVU2675'],['Q8054']
http://www.wikidata.org/entity/Q23462679,,Hypothetical protein DVU1891,[],['DVU1891'],['Q8054']
http://www.wikidata.org/entity/Q23462681,,Recombinase D DVU0895,[],['DVU0895'],['Q8054']
http://www.wikidata.org/entity/Q23462682,,Hypothetical protein DVU2057,[],['DVU2057'],['Q8054']
http://www.wikidata.org/entity/Q23462684,,Shikimate 5-dehydrogenase DVU0115,[],"['aroE', 'DVU0115']",['Q8054']
http://www.wikidata.org/entity/Q23462685,,Hypothetical protein DVU0317,[],['DVU0317'],['Q8054']
http://www.wikidata.org/entity/Q23462686,,Aminotransferase DVU1059,[],['DVU1059'],['Q8054']
http://www.wikidata.org/entity/Q23462687,,Phosphate ABC transporter substrate-binding protein DVU2667,[],['DVU2667'],['Q8054']
http://www.wikidata.org/entity/Q23462688,,Flagellar motor switch protein FliM DVU0910,[],"['fliM', 'DVU0910']",['Q8054']
http://www.wikidata.org/entity/Q23462689,,Cobalt ABC transporter ATP-binding protein DVU2888,[],['DVU2888'],['Q8054']
http://www.wikidata.org/entity/Q23462690,,Hypothetical protein DVU1683,[],['DVU1683'],['Q8054']
http://www.wikidata.org/entity/Q23462691,,Anthranilate phosphoribosyltransferase DVU0467,[],"['trpD', 'DVU0467']",['Q8054']
http://www.wikidata.org/entity/Q23462692,,Thiamine biosynthesis protein ThiS DVU2095,[],"['DVU2095', 'thiS']",['Q8054']
http://www.wikidata.org/entity/Q23462693,,DNA polymerase III subunits gamma/tau DVU3198,[],['DVU3198'],['Q8054']
http://www.wikidata.org/entity/Q23462694,,Hypothetical protein DVU1761,[],['DVU1761'],['Q8054']
http://www.wikidata.org/entity/Q23462695,,Hypothetical protein DVU1073,[],['DVU1073'],['Q8054']
http://www.wikidata.org/entity/Q23462696,,RNA polymerase sigma factor for flagellar operon FliA DVU3229,[],"['DVU3229', 'fliA']",['Q8054']
http://www.wikidata.org/entity/Q23462697,,Penicillin-binding protein DVU0633,[],['DVU0633'],['Q8054']
http://www.wikidata.org/entity/Q23462698,,Hypothetical protein DVU1998,[],['DVU1998'],['Q8054']
http://www.wikidata.org/entity/Q23462699,,Flagellin DVU2444,[],['DVU2444'],['Q8054']
http://www.wikidata.org/entity/Q23462700,,Chemotaxis protein CheW DVU1904,[],"['cheW-2', 'DVU1904']",['Q8054']
http://www.wikidata.org/entity/Q23462701,,Phosphoenolpyruvate synthase DVU1833,[],['DVU1833'],['Q8054']
http://www.wikidata.org/entity/Q23462703,,Lipoprotein DVU2496,[],['DVU2496'],['Q8054']
http://www.wikidata.org/entity/Q23462704,,3-oxoacyl-ACP reductase DVU1206,[],"['DVU1206', 'fabG']",['Q8054']
http://www.wikidata.org/entity/Q23462705,,Hypothetical protein DVU0231,[],['DVU0231'],['Q8054']
http://www.wikidata.org/entity/Q23462706,,50S ribosomal protein L9 DVU0958,[],"['DVU0958', 'rplI']",['Q8054']
http://www.wikidata.org/entity/Q23462707,,Sua5/YciO/YrdC/YwlC family protein DVU1255,[],['DVU1255'],['Q8054']
http://www.wikidata.org/entity/Q23462709,,Hypothetical protein DVU2801,[],['DVU2801'],['Q8054']
http://www.wikidata.org/entity/Q23462710,,Hypothetical protein DVU2660,[],['DVU2660'],['Q8054']
http://www.wikidata.org/entity/Q23462713,,Hypothetical protein DVU0233,[],['DVU0233'],['Q8054']
http://www.wikidata.org/entity/Q23462714,,Hypothetical protein DVUA0142,[],['DVUA0142'],['Q8054']
http://www.wikidata.org/entity/Q23462715,,Carbon storage regulator DVU0521,[],"['csrA', 'DVU0521']",['Q8054']
http://www.wikidata.org/entity/Q23462716,,3-isopropylmalate dehydratase large subunit DVU2982,[],['DVU2982'],['Q8054']
http://www.wikidata.org/entity/Q23462717,,Chaperone protein DnaJ DVU3243,[],"['DVU3243', 'dnaJ']",['Q8054']
http://www.wikidata.org/entity/Q23462718,,Radical SAM domain-containing protein DVU2756,[],['DVU2756'],['Q8054']
http://www.wikidata.org/entity/Q23462719,,PTS system transporter subunit IIA DVU1630,[],['DVU1630'],['Q8054']
http://www.wikidata.org/entity/Q23462720,,Exodeoxyribonuclease VII small subunit DVU1348,[],"['xseB', 'DVU1348']",['Q8054']
http://www.wikidata.org/entity/Q23462721,,Hypothetical protein DVU1650,[],['DVU1650'],['Q8054']
http://www.wikidata.org/entity/Q23462722,,Hypothetical protein DVU3277,[],['DVU3277'],['Q8054']
http://www.wikidata.org/entity/Q23462724,,Hypothetical protein DVU1969,[],['DVU1969'],['Q8054']
http://www.wikidata.org/entity/Q23462725,,Chaperonin GroEL DVU1976,[],"['groEL', 'DVU1976']",['Q8054']
http://www.wikidata.org/entity/Q23462726,,Hypothetical protein DVU2895,[],['DVU2895'],['Q8054']
http://www.wikidata.org/entity/Q23462728,,FMN-dependent family dehydrogenase DVU2784,[],['DVU2784'],['Q8054']
http://www.wikidata.org/entity/Q23462729,,L-aspartate oxidase DVU1809,[],"['nadB', 'DVU1809']",['Q8054']
http://www.wikidata.org/entity/Q23462730,,Heavy metal-binding domain-containing protein DVU0987,[],['DVU0987'],['Q8054']
http://www.wikidata.org/entity/Q23462732,,Aminotransferase DVU3010,[],['DVU3010'],['Q8054']
http://www.wikidata.org/entity/Q23462733,,Hypothetical protein DVU2997,[],['DVU2997'],['Q8054']
http://www.wikidata.org/entity/Q23462734,,Hypothetical protein DVU0444,[],['DVU0444'],['Q8054']
http://www.wikidata.org/entity/Q23462735,,Polypeptide deformylase DVU3366,[],"['def', 'DVU3366']",['Q8054']
http://www.wikidata.org/entity/Q23462736,,Response regulator/sensory box/GGDEF domain/EAL domain-containing protein DVU0408,[],['DVU0408'],['Q8054']
http://www.wikidata.org/entity/Q23462737,,Hypothetical protein DVU2861,[],['DVU2861'],['Q8054']
http://www.wikidata.org/entity/Q23462738,,DAK2 and DegV domain-containing protein DVU1942,[],['DVU1942'],['Q8054']
http://www.wikidata.org/entity/Q23462739,,Hypothetical protein DVU2361,[],['DVU2361'],['Q8054']
http://www.wikidata.org/entity/Q23462740,,"Selenide, water dikinase, selenocysteine-containing DVU1332",[],"['DVU1332', 'selD']",['Q8054']
http://www.wikidata.org/entity/Q23462741,,Selenocysteine-specific translation elongation factor DVU0500,[],"['DVU0500', 'selB']",['Q8054']
http://www.wikidata.org/entity/Q23462742,,Lipoprotein DVU2428,[],['DVU2428'],['Q8054']
http://www.wikidata.org/entity/Q23462743,,Hypothetical protein DVU1638,[],['DVU1638'],['Q8054']
http://www.wikidata.org/entity/Q23462744,,Hypothetical protein DVU0272,[],['DVU0272'],['Q8054']
http://www.wikidata.org/entity/Q23462746,,Glutamyl-tRNA synthetase DVU2552,[],"['DVU2552', 'gltX']",['Q8054']
http://www.wikidata.org/entity/Q23462747,,Hypothetical protein DVU1374,[],['DVU1374'],['Q8054']
http://www.wikidata.org/entity/Q23462748,,Hypothetical protein DVU0228,[],['DVU0228'],['Q8054']
http://www.wikidata.org/entity/Q23462749,,Hypothetical protein DVU0333,[],['DVU0333'],['Q8054']
http://www.wikidata.org/entity/Q23462750,,Translation initiation factor IF-1 DVU2216,[],"['DVU2216', 'infA']",['Q8054']
http://www.wikidata.org/entity/Q23462751,,Glycine cleavage system protein H DVU1426,[],"['gcvH', 'DVU1426']",['Q8054']
http://www.wikidata.org/entity/Q23462752,,Radical SAM domain-containing protein DVU3003,[],['DVU3003'],['Q8054']
http://www.wikidata.org/entity/Q23462753,,Acetolactate synthase catalytic subunit DVU0360,[],"['DVU0360', 'ilvB-1']",['Q8054']
http://www.wikidata.org/entity/Q23462754,,M24 family peptidase DVU1000,[],['DVU1000'],['Q8054']
http://www.wikidata.org/entity/Q23462755,,Formate acetyltransferase DVU2824,[],['DVU2824'],['Q8054']
http://www.wikidata.org/entity/Q23462756,,Hypothetical protein DVU2595,[],['DVU2595'],['Q8054']
http://www.wikidata.org/entity/Q23462757,,Sensory box histidine kinase/response regulator DVU2129,[],['DVU2129'],['Q8054']
http://www.wikidata.org/entity/Q23462758,,Hypothetical protein DVU0949,[],['DVU0949'],['Q8054']
http://www.wikidata.org/entity/Q23462760,,Hypothetical protein DVU2932,[],['DVU2932'],['Q8054']
http://www.wikidata.org/entity/Q23462762,,"Glycosyl transferase, group 2 family protein DVUA0080",[],['DVUA0080'],['Q8054']
http://www.wikidata.org/entity/Q23462764,,Hypothetical protein DVU3331,[],['DVU3331'],['Q8054']
http://www.wikidata.org/entity/Q23462765,,Glycosyl transferase group 2 family protein DVU2353,[],['DVU2353'],['Q8054']
http://www.wikidata.org/entity/Q23462766,,M24/M37 family peptidase DVU1851,[],['DVU1851'],['Q8054']
http://www.wikidata.org/entity/Q23462768,,TPR/GGDEF domain-containing protein DVU2763,[],['DVU2763'],['Q8054']
http://www.wikidata.org/entity/Q23462769,,Hypothetical protein DVU3393,[],['DVU3393'],['Q8054']
http://www.wikidata.org/entity/Q23462771,,Hypothetical protein DVU1549,[],['DVU1549'],['Q8054']
http://www.wikidata.org/entity/Q23462772,,50S ribosomal protein L17 DVU1330,[],"['rplQ', 'DVU1330']",['Q8054']
http://www.wikidata.org/entity/Q23462773,,Hypothetical protein DVU2722,[],['DVU2722'],['Q8054']
http://www.wikidata.org/entity/Q23462774,,Hypothetical protein DVU1556,[],['DVU1556'],['Q8054']
http://www.wikidata.org/entity/Q23462775,,Sensory box histidine kinase DVU0092,[],['DVU0092'],['Q8054']
http://www.wikidata.org/entity/Q23462776,,Formate dehydrogenase formation protein FdhE DVU0577,[],['DVU0577'],['Q8054']
http://www.wikidata.org/entity/Q23462777,,Dihydroorotase DVU2902,[],"['pyrC', 'DVU2902']",['Q8054']
http://www.wikidata.org/entity/Q23462780,,Molybdopterin biosynthesis protein MoeA/LysR substrate binding-domain-containing protein DVU2990,[],"['DVU2990', 'moeA']",['Q8054']
http://www.wikidata.org/entity/Q23462781,,CRISPR-associated Csh2 family protein DVUA0132,[],['DVUA0132'],['Q8054']
http://www.wikidata.org/entity/Q23462782,,Phage integrase site specific recombinase DVU2197,[],['DVU2197'],['Q8054']
http://www.wikidata.org/entity/Q23462783,,Glycoprotease metalloendopeptidase DVU1840,[],['DVU1840'],['Q8054']
http://www.wikidata.org/entity/Q23462784,,Hypothetical protein DVU2489,[],['DVU2489'],['Q8054']
http://www.wikidata.org/entity/Q23462785,,MarR family transcriptional regulator DVU2909,[],['DVU2909'],['Q8054']
http://www.wikidata.org/entity/Q23462788,,Hypothetical protein DVU0824,[],['DVU0824'],['Q8054']
http://www.wikidata.org/entity/Q23462790,,30S ribosomal protein S8 DVU1317,[],"['rpsH', 'DVU1317']",['Q8054']
http://www.wikidata.org/entity/Q23462791,,Hypothetical protein DVU1338,[],['DVU1338'],['Q8054']
http://www.wikidata.org/entity/Q23462793,,"Anthranilate synthase, component I DVU0465",[],['DVU0465'],['Q8054']
http://www.wikidata.org/entity/Q23462794,,Hypothetical protein DVU2209,[],['DVU2209'],['Q8054']
http://www.wikidata.org/entity/Q23462796,,Glutamate racemase DVU0768,[],"['murI', 'DVU0768']",['Q8054']
http://www.wikidata.org/entity/Q23462798,,Radical SAM domain-containing protein DVUA0075,[],['DVUA0075'],['Q8054']
http://www.wikidata.org/entity/Q23462799,,Phage protein DVU2705,[],['DVU2705'],['Q8054']
http://www.wikidata.org/entity/Q23462800,,Pyruvate ferredoxin/flavodoxin oxidoreductase DVU3347,[],['DVU3347'],['Q8054']
http://www.wikidata.org/entity/Q23462801,,Hypothetical protein DVU2691,[],['DVU2691'],['Q8054']
http://www.wikidata.org/entity/Q23462802,,ABC transporter ATP-binding protein DVU3324,[],['DVU3324'],['Q8054']
http://www.wikidata.org/entity/Q23462803,,Response regulator DVU0111,[],['DVU0111'],['Q8054']
http://www.wikidata.org/entity/Q23462804,,Hypothetical protein DVU2259,[],['DVU2259'],['Q8054']
http://www.wikidata.org/entity/Q23462806,,Hypothetical protein DVU2778,[],['DVU2778'],['Q8054']
http://www.wikidata.org/entity/Q23462807,,Lipoprotein DVU0761,[],['DVU0761'],['Q8054']
http://www.wikidata.org/entity/Q23462809,,50S ribosomal protein L1 DVU2925,[],"['DVU2925', 'rplA']",['Q8054']
http://www.wikidata.org/entity/Q23462810,,Hypothetical protein DVU1920,[],['DVU1920'],['Q8054']
http://www.wikidata.org/entity/Q23462811,,Elongation factor G DVU1799,[],"['fusA-2', 'DVU1799']",['Q8054']
http://www.wikidata.org/entity/Q23462812,,Aminotransferase DVUA0045,[],['DVUA0045'],['Q8054']
http://www.wikidata.org/entity/Q23462813,,Hypothetical protein DVU2605,[],['DVU2605'],['Q8054']
http://www.wikidata.org/entity/Q23462814,,Hypothetical protein DVU2826,[],['DVU2826'],['Q8054']
http://www.wikidata.org/entity/Q23462815,,Hypothetical protein DVU0241,[],['DVU0241'],['Q8054']
http://www.wikidata.org/entity/Q23462816,,Hydrogenase DVU2400,[],['DVU2400'],['Q8054']
http://www.wikidata.org/entity/Q23462818,,CopG family transcriptinal regulator DVU2036,[],['DVU2036'],['Q8054']
http://www.wikidata.org/entity/Q23462821,,Cytochrome c family protein DVU3107,[],['DVU3107'],['Q8054']
http://www.wikidata.org/entity/Q23462822,,DNA mismatch endonuclease Vsr DVU2843,[],['DVU2843'],['Q8054']
http://www.wikidata.org/entity/Q23462825,,Tail fiber assembly protein DVU0221,[],['DVU0221'],['Q8054']
http://www.wikidata.org/entity/Q23462827,,Hypothetical protein DVU0696,[],['DVU0696'],['Q8054']
http://www.wikidata.org/entity/Q23462828,,Aromatic amino acid decarboxylase DVU0867,[],['DVU0867'],['Q8054']
http://www.wikidata.org/entity/Q23462829,,Hypothetical protein DVU1489,[],['DVU1489'],['Q8054']
http://www.wikidata.org/entity/Q23462830,,Hypothetical protein DVU0977,[],['DVU0977'],['Q8054']
http://www.wikidata.org/entity/Q23462831,,Hypothetical protein DVU2877,[],['DVU2877'],['Q8054']
http://www.wikidata.org/entity/Q23462832,,Hypothetical protein DVU1986,[],['DVU1986'],['Q8054']
http://www.wikidata.org/entity/Q23462833,,DNA-binding response regulator DVU2588,[],['DVU2588'],['Q8054']
http://www.wikidata.org/entity/Q23462834,,Hypothetical protein DVU2109,[],['DVU2109'],['Q8054']
http://www.wikidata.org/entity/Q23462835,,Twitching motility protein DVU1270,[],['DVU1270'],['Q8054']
http://www.wikidata.org/entity/Q23462836,,Hypothetical protein DVU2649,[],['DVU2649'],['Q8054']
http://www.wikidata.org/entity/Q23462838,,"Transcriptional regulator cI, truncation DVU1518",[],['DVU1518'],['Q8054']
http://www.wikidata.org/entity/Q23462839,,Metallo-beta-lactamase DVU0876,[],['DVU0876'],['Q8054']
http://www.wikidata.org/entity/Q23462840,,Hypothetical protein DVU1496,[],['DVU1496'],['Q8054']
http://www.wikidata.org/entity/Q23462841,,Hypothetical protein DVU2542,[],['DVU2542'],['Q8054']
http://www.wikidata.org/entity/Q23462842,,Hypothetical protein DVU1511,[],['DVU1511'],['Q8054']
http://www.wikidata.org/entity/Q23462843,,Hypothetical protein DVU0659,[],['DVU0659'],['Q8054']
http://www.wikidata.org/entity/Q23462844,,HesB family selenoprotein DVU1382,[],['DVU1382'],['Q8054']
http://www.wikidata.org/entity/Q23462845,,Hypothetical protein DVU1821,[],['DVU1821'],['Q8054']
http://www.wikidata.org/entity/Q23462846,,Hypothetical protein DVU0193,[],['DVU0193'],['Q8054']
http://www.wikidata.org/entity/Q23462848,,GTP-binding protein HflX DVU3236,[],"['DVU3236', 'hflX']",['Q8054']
http://www.wikidata.org/entity/Q23462849,,Hypothetical protein DVU2135,[],['DVU2135'],['Q8054']
http://www.wikidata.org/entity/Q23462851,,Dethiobiotin synthetase DVU2565,[],"['DVU2565', 'bioD']",['Q8054']
http://www.wikidata.org/entity/Q23462852,,Diguanylate cyclase DVU2067,[],['DVU2067'],['Q8054']
http://www.wikidata.org/entity/Q23462853,,Cytosol aminopeptidase DVU0415,[],"['pepA', 'DVU0415']",['Q8054']
http://www.wikidata.org/entity/Q23462854,,Acetyl-CoA synthetase DVU0748,[],"['DVU0748', 'acs']",['Q8054']
